Ranking,UserID,PageValue,OutDegree,InDegree
881,1531,2.429e-04,45,8
882,5144,2.426e-04,4,32
883,1048,2.425e-04,36,3
884,2204,2.422e-04,37,17
885,4170,2.422e-04,26,41
886,2674,2.422e-04,36,14
887,6271,2.420e-04,5,61
888,1068,2.418e-04,7,0
889,3953,2.418e-04,24,35
890,4204,2.415e-04,22,29
891,3872,2.415e-04,15,14
892,3889,2.414e-04,36,23
893,3414,2.414e-04,15,19
894,973,2.409e-04,38,7
895,4633,2.409e-04,17,25
896,2156,2.409e-04,42,13
897,1232,2.405e-04,24,25
898,5318,2.403e-04,9,17
899,1854,2.403e-04,51,23
900,3648,2.402e-04,21,23
901,5792,2.402e-04,3,42
902,4507,2.400e-04,13,22
903,5963,2.399e-04,5,51
904,3505,2.397e-04,11,7
905,5619,2.394e-04,3,42
906,425,2.392e-04,39,3
907,5615,2.391e-04,13,44
908,1003,2.391e-04,39,7
909,3299,2.390e-04,17,14
910,4544,2.390e-04,13,13
911,979,2.389e-04,42,3
912,1739,2.389e-04,29,16
913,3119,2.387e-04,21,23
914,1406,2.382e-04,25,19
915,2736,2.382e-04,29,21
916,3533,2.382e-04,35,27
917,182,2.380e-04,6,43
918,2752,2.379e-04,33,22
919,6129,2.378e-04,8,60
920,702,2.377e-04,58,8
921,3494,2.377e-04,5,4
922,6848,2.376e-04,1,70
923,2211,2.375e-04,29,9
924,3384,2.374e-04,20,24
925,1731,2.372e-04,33,8
926,4224,2.371e-04,15,25
927,5158,2.371e-04,11,29
928,6114,2.370e-04,1,40
929,6733,2.370e-04,2,21
930,4746,2.369e-04,14,19
931,923,2.369e-04,44,6
932,7049,2.368e-04,0,26
933,4467,2.367e-04,5,30
934,3745,2.366e-04,27,9
935,3348,2.364e-04,39,28
936,6260,2.363e-04,7,55
937,3052,2.363e-04,19,12
938,4080,2.361e-04,22,14
939,4456,2.359e-04,12,10
940,2519,2.359e-04,31,23
941,2185,2.357e-04,19,4
942,6236,2.357e-04,7,44
943,5911,2.357e-04,9,50
944,2635,2.354e-04,19,22
945,2856,2.353e-04,22,15
946,5312,2.353e-04,4,20
947,2154,2.351e-04,41,15
948,74,2.351e-04,26,0
949,4563,2.351e-04,6,11
950,5194,2.350e-04,18,31
951,5169,2.348e-04,3,13
952,2971,2.346e-04,23,7
953,273,2.345e-04,36,2
954,3519,2.345e-04,3,6
955,1181,2.343e-04,27,4
956,5419,2.341e-04,9,48
957,1725,2.341e-04,38,21
958,5162,2.341e-04,11,18
959,5163,2.339e-04,4,20
960,5874,2.339e-04,2,24
961,2959,2.338e-04,35,29
962,3386,2.338e-04,16,15
963,7004,2.338e-04,0,51
964,3928,2.336e-04,9,17
965,2105,2.335e-04,35,16
966,4796,2.334e-04,11,19
967,1121,2.333e-04,23,12
968,3314,2.332e-04,26,21
969,4492,2.331e-04,15,39
970,2588,2.331e-04,35,17
971,3135,2.330e-04,22,19
972,4111,2.329e-04,13,22
973,1998,2.329e-04,27,8
974,6080,2.328e-04,4,33
975,1703,2.326e-04,44,10
976,2602,2.326e-04,46,27
977,954,2.325e-04,41,12
978,1528,2.325e-04,22,11
979,1618,2.324e-04,47,8
980,2558,2.323e-04,33,18
981,2131,2.322e-04,18,5
982,5056,2.319e-04,9,44
983,4708,2.318e-04,22,31
984,3695,2.318e-04,16,14
985,572,2.317e-04,35,4
986,3815,2.316e-04,15,22
987,612,2.315e-04,62,4
988,3829,2.315e-04,31,39
989,2089,2.311e-04,24,11
990,2098,2.310e-04,18,11
991,6647,2.310e-04,2,57
992,1744,2.309e-04,9,19
993,6977,2.308e-04,14,31
994,2745,2.305e-04,38,23
995,6211,2.301e-04,5,33
996,2942,2.301e-04,38,35
997,2124,2.301e-04,31,17
998,5971,2.300e-04,6,46
999,5789,2.299e-04,5,47
1000,2317,2.299e-04,22,14
1001,7010,2.298e-04,1,66
1002,6799,2.297e-04,0,22
1003,3549,2.296e-04,20,25
1004,5463,2.295e-04,6,34
1005,889,2.295e-04,43,10
1006,3088,2.294e-04,12,18
1007,1153,2.294e-04,52,8
1008,2954,2.292e-04,26,24
1009,363,2.291e-04,39,1
1010,1673,2.289e-04,35,5
1011,4824,2.287e-04,20,38
1012,2477,2.286e-04,21,12
1013,1109,2.284e-04,45,11
1014,1157,2.283e-04,33,10
1015,6719,2.282e-04,1,27
1016,5600,2.280e-04,9,44
1017,2600,2.279e-04,20,8
1018,4102,2.277e-04,22,37
1019,2080,2.275e-04,33,17
1020,2964,2.274e-04,11,7
1021,5286,2.274e-04,14,37
1022,1073,2.274e-04,22,8
1023,6464,2.271e-04,29,24
1024,165,2.271e-04,51,0
1025,2230,2.270e-04,26,23
1026,4764,2.269e-04,4,10
1027,665,2.268e-04,43,0
1028,331,2.267e-04,63,5
1029,2515,2.266e-04,32,31
1030,1175,2.265e-04,48,8
1031,6920,2.263e-04,0,52
1032,5850,2.261e-04,1,7
1033,361,2.260e-04,28,0
1034,6639,2.258e-04,2,47
1035,6555,2.257e-04,1,15
1036,3750,2.256e-04,5,23
1037,1095,2.254e-04,24,7
1038,793,2.254e-04,43,1
1039,6383,2.253e-04,6,35
1040,3847,2.250e-04,34,3
1041,1689,2.250e-04,43,11
1042,2834,2.247e-04,18,13
1043,6396,2.247e-04,7,23
1044,2631,2.245e-04,11,5
1045,5387,2.244e-04,11,40
1046,4523,2.244e-04,24,42
1047,4378,2.242e-04,19,26
1048,6816,2.240e-04,4,63
1049,6434,2.239e-04,8,47
1050,931,2.238e-04,37,6
1051,2961,2.238e-04,30,15
1052,3378,2.237e-04,25,26
1053,1312,2.233e-04,30,11
1054,1324,2.231e-04,41,10
1055,6685,2.229e-04,9,46
1056,6796,2.228e-04,3,50
1057,6775,2.227e-04,3,52
1058,6361,2.225e-04,4,19
1059,2120,2.224e-04,35,11
1060,6666,2.224e-04,22,38
1061,2174,2.223e-04,43,14
1062,964,2.223e-04,40,8
1063,2448,2.222e-04,37,28
1064,4901,2.221e-04,14,38
1065,5892,2.219e-04,5,36
1066,2692,2.219e-04,26,15
1067,1698,2.218e-04,25,10
1068,5498,2.217e-04,10,26
1069,6090,2.217e-04,4,39
1070,6808,2.216e-04,0,51
1071,3161,2.214e-04,10,10
1072,681,2.214e-04,52,5
1073,115,2.213e-04,67,2
1074,2208,2.212e-04,26,13
1075,194,2.212e-04,50,2
1076,1124,2.212e-04,27,4
1077,3897,2.211e-04,11,20
1078,1056,2.209e-04,29,7
1079,6124,2.209e-04,7,24
1080,2334,2.209e-04,37,16
1081,3233,2.209e-04,31,33
1082,4043,2.208e-04,13,16
1083,5641,2.207e-04,7,39
1084,4177,2.207e-04,26,27
1085,4803,2.206e-04,32,33
1086,6784,2.205e-04,0,56
1087,6611,2.204e-04,3,37
1088,6855,2.204e-04,0,45
1089,1468,2.204e-04,39,9
1090,1211,2.203e-04,16,7
1091,51,2.200e-04,40,1
1092,4141,2.199e-04,27,27
1093,4266,2.198e-04,24,30
1094,1462,2.198e-04,6,0
1095,640,2.198e-04,46,5
1096,4614,2.195e-04,22,33
1097,5901,2.195e-04,10,26
1098,796,2.192e-04,41,9
1099,5485,2.192e-04,4,22
1100,734,2.191e-04,41,6
1101,402,2.191e-04,45,2
1102,3978,2.186e-04,14,23
1103,6874,2.185e-04,1,19
1104,1538,2.184e-04,30,12
1105,205,2.183e-04,5,12
1106,1809,2.180e-04,59,0
1107,4083,2.180e-04,15,20
1108,3602,2.178e-04,20,16
1109,4555,2.175e-04,24,40
1110,6574,2.175e-04,4,44
1111,5245,2.173e-04,13,41
1112,6272,2.173e-04,23,15
1113,5601,2.173e-04,9,18
1114,2411,2.172e-04,32,6
1115,941,2.171e-04,7,34
1116,3690,2.171e-04,21,25
1117,3501,2.170e-04,35,25
1118,3226,2.170e-04,15,23
1119,5293,2.169e-04,8,35
1120,5791,2.168e-04,8,42
1121,178,2.168e-04,62,1
1122,7000,2.166e-04,0,36
1123,2497,2.164e-04,32,17
1124,427,2.162e-04,51,1
1125,4095,2.162e-04,20,27
1126,3711,2.161e-04,28,36
1127,6401,2.161e-04,5,56
1128,6978,2.161e-04,1,60
1129,5197,2.160e-04,8,24
1130,2763,2.154e-04,5,3
1131,3894,2.153e-04,24,24
1132,3288,2.152e-04,19,12
1133,235,2.151e-04,49,5
1134,3375,2.151e-04,18,16
1135,3932,2.150e-04,19,9
1136,6063,2.148e-04,7,41
1137,4613,2.147e-04,19,30
1138,3601,2.147e-04,9,21
1139,2326,2.146e-04,33,20
1140,2427,2.146e-04,41,19
1141,5752,2.145e-04,6,18
1142,6050,2.145e-04,4,50
1143,4834,2.144e-04,24,37
1144,1086,2.142e-04,34,6
1145,5064,2.141e-04,6,16
1146,6873,2.140e-04,1,51
1147,2807,2.139e-04,27,21
1148,4659,2.139e-04,12,28
1149,6572,2.139e-04,5,22
1150,4416,2.138e-04,8,24
1151,3694,2.136e-04,10,11
1152,5644,2.136e-04,7,30
1153,836,2.134e-04,53,9
1154,3782,2.134e-04,11,19
1155,3796,2.133e-04,29,23
1156,715,2.133e-04,31,6
1157,4157,2.132e-04,14,36
1158,6281,2.130e-04,31,20
1159,5006,2.129e-04,8,15
1160,6506,2.127e-04,0,20
1161,6670,2.127e-04,1,47
1162,2751,2.126e-04,15,12
1163,3014,2.126e-04,21,16
1164,3903,2.126e-04,27,34
1165,334,2.126e-04,34,2
1166,5062,2.125e-04,14,45
1167,6243,2.125e-04,6,52
1168,2401,2.125e-04,32,19
1169,3535,2.122e-04,24,28
1170,792,2.122e-04,20,4
1171,6111,2.119e-04,3,61
1172,3023,2.119e-04,13,23
1173,4296,2.118e-04,10,58
1174,333,2.117e-04,31,2
1175,3546,2.113e-04,15,10
1176,1491,2.113e-04,27,8
1177,2924,2.112e-04,19,24
1178,2693,2.111e-04,13,11
1179,203,2.111e-04,46,3
1180,4728,2.110e-04,18,26
1181,3059,2.109e-04,21,11
1182,5389,2.109e-04,8,32
1183,4103,2.109e-04,21,44
1184,1561,2.107e-04,21,10
1185,1417,2.105e-04,41,4
1186,5300,2.105e-04,4,30
1187,6545,2.105e-04,4,12
1188,3926,2.105e-04,20,30
1189,2545,2.104e-04,24,14
1190,6707,2.103e-04,1,46
1191,1894,2.102e-04,31,15
1192,565,2.102e-04,21,4
1193,4733,2.102e-04,15,0
1194,4761,2.101e-04,10,21
1195,5000,2.101e-04,19,37
1196,1955,2.098e-04,43,19
1197,2342,2.097e-04,12,6
1198,212,2.096e-04,28,2
1199,4449,2.095e-04,15,32
1200,675,2.095e-04,17,2
1201,4595,2.095e-04,13,33
1202,5063,2.095e-04,12,29
1203,1621,2.095e-04,14,11
1204,1928,2.092e-04,44,9
1205,2165,2.091e-04,33,17
1206,3229,2.090e-04,16,14
1207,5159,2.090e-04,14,23
1208,5230,2.089e-04,6,13
1209,2348,2.088e-04,20,12
1210,4161,2.088e-04,16,37
1211,3873,2.088e-04,9,10
1212,302,2.087e-04,40,1
1213,2092,2.085e-04,21,12
1214,2662,2.084e-04,36,12
1215,2920,2.081e-04,20,15
1216,3248,2.080e-04,15,21
1217,229,2.079e-04,17,15
1218,6533,2.077e-04,0,28
1219,5908,2.076e-04,1,20
1220,4714,2.075e-04,3,16
1221,3902,2.074e-04,16,13
1222,169,2.073e-04,23,0
1223,2532,2.071e-04,12,10
1224,516,2.070e-04,36,5
1225,6003,2.070e-04,2,13
1226,3577,2.068e-04,13,17
1227,2586,2.067e-04,20,11
1228,849,2.067e-04,36,4
1229,837,2.066e-04,43,9
1230,873,2.064e-04,28,2
1231,672,2.063e-04,49,6
1232,655,2.062e-04,28,1
1233,3844,2.061e-04,32,13
1234,313,2.061e-04,38,1
1235,2984,2.061e-04,10,6
1236,5985,2.060e-04,12,38
1237,5322,2.060e-04,7,27
1238,3768,2.059e-04,23,34
1239,6259,2.058e-04,4,17
1240,440,2.058e-04,50,4
1241,2330,2.055e-04,37,14
1242,4801,2.055e-04,10,10
1243,6460,2.054e-04,1,37
1244,6927,2.052e-04,0,40
1245,2626,2.052e-04,28,6
1246,4530,2.051e-04,18,32
1247,3477,2.049e-04,16,17
1248,5367,2.048e-04,5,14
1249,3031,2.047e-04,24,23
1250,1564,2.046e-04,36,13
1251,4033,2.044e-04,23,26
1252,5362,2.044e-04,6,23
1253,3042,2.044e-04,9,7
1254,6462,2.044e-04,2,39
1255,5899,2.043e-04,0,15
1256,4771,2.043e-04,9,25
1257,3747,2.043e-04,22,21
1258,3901,2.043e-04,19,14
1259,1874,2.042e-04,31,12
1260,2580,2.040e-04,18,8
1261,4048,2.039e-04,15,18
1262,253,2.038e-04,52,1
1263,4298,2.038e-04,14,21
1264,1233,2.038e-04,31,14
1265,4030,2.037e-04,11,14
1266,6089,2.035e-04,10,38
1267,1537,2.035e-04,24,9
1268,7052,2.034e-04,1,25
1269,5651,2.033e-04,0,26
1270,842,2.033e-04,32,4
1271,6001,2.032e-04,7,54
1272,3334,2.032e-04,23,27
1273,1330,2.030e-04,38,7
1274,4993,2.030e-04,7,27
1275,669,2.029e-04,56,6
1276,854,2.029e-04,36,4
1277,6588,2.029e-04,2,42
1278,4257,2.027e-04,23,34
1279,1363,2.026e-04,22,2
1280,4967,2.024e-04,5,29
1281,6235,2.022e-04,7,43
1282,387,2.022e-04,30,0
1283,2289,2.021e-04,32,13
1284,5180,2.020e-04,11,27
1285,291,2.019e-04,18,3
1286,3156,2.019e-04,21,31
1287,495,2.019e-04,20,0
1288,5682,2.019e-04,10,35
1289,3961,2.018e-04,18,30
1290,3422,2.017e-04,31,18
1291,4241,2.016e-04,12,22
1292,6921,2.016e-04,1,57
1293,4536,2.015e-04,24,28
1294,3459,2.014e-04,7,10
1295,1815,2.014e-04,26,11
1296,1228,2.013e-04,20,6
1297,5511,2.013e-04,9,42
1298,2878,2.012e-04,23,7
1299,3355,2.011e-04,24,25
1300,5614,2.011e-04,3,15
1301,4020,2.009e-04,22,39
1302,6758,2.009e-04,0,43
1303,4309,2.009e-04,21,27
1304,4573,2.008e-04,17,27
1305,6794,2.007e-04,1,61
1306,2252,2.007e-04,35,14
1307,2197,2.007e-04,25,11
1308,4541,2.006e-04,7,19
1309,4496,2.004e-04,14,21
1310,5599,2.004e-04,5,28
1311,1353,2.003e-04,25,7
1312,6838,2.002e-04,0,14
1313,5415,2.002e-04,8,36
1314,1789,2.001e-04,36,12
1315,5883,1.998e-04,8,21
1316,6091,1.998e-04,4,26
1317,5509,1.997e-04,8,38
1318,5824,1.997e-04,2,26
1319,2835,1.997e-04,21,18
1320,598,1.996e-04,42,2
1321,1991,1.996e-04,14,5
1322,2740,1.995e-04,16,15
1323,2557,1.995e-04,18,10
1324,2262,1.994e-04,16,6
1325,3866,1.994e-04,24,27
1326,6800,1.993e-04,1,42
1327,6469,1.993e-04,2,24
1328,3851,1.992e-04,17,17
1329,5455,1.990e-04,6,29
1330,6119,1.990e-04,2,27
1331,1296,1.987e-04,32,10
1332,258,1.986e-04,41,3
1333,5571,1.983e-04,10,36
1334,2196,1.982e-04,33,20
1335,898,1.981e-04,3,34
1336,671,1.981e-04,36,4
1337,4972,1.981e-04,11,37
1338,1290,1.980e-04,14,5
1339,4068,1.978e-04,25,30
1340,6929,1.977e-04,4,37
1341,2642,1.976e-04,27,16
1342,6547,1.976e-04,4,37
1343,5331,1.975e-04,12,33
1344,3276,1.974e-04,17,16
1345,1369,1.970e-04,12,2
1346,4660,1.970e-04,6,8
1347,6018,1.969e-04,3,18
1348,5259,1.969e-04,13,45
1349,2727,1.968e-04,6,2
1350,150,1.967e-04,20,0
1351,3311,1.967e-04,17,20
1352,2126,1.966e-04,38,21
1353,1227,1.966e-04,41,12
1354,2687,1.966e-04,20,15
1355,712,1.966e-04,28,3
1356,6059,1.965e-04,12,36
1357,6558,1.964e-04,2,57
1358,5119,1.964e-04,5,16
1359,3509,1.964e-04,15,10
1360,5540,1.963e-04,6,24
1361,4500,1.963e-04,17,24
1362,1534,1.962e-04,40,15
1363,275,1.962e-04,47,4
1364,4158,1.961e-04,26,32
1365,1214,1.961e-04,7,49
1366,3627,1.961e-04,16,15
1367,3128,1.961e-04,16,35
1368,6431,1.960e-04,2,26
1369,1650,1.959e-04,10,4
1370,5568,1.957e-04,14,32
1371,1781,1.957e-04,39,11
1372,227,1.956e-04,42,3
1373,5897,1.955e-04,32,1
1374,4004,1.955e-04,20,15
1375,3408,1.954e-04,12,21
1376,3431,1.953e-04,19,16
1377,3044,1.953e-04,34,15
1378,1853,1.953e-04,13,6
1379,6652,1.952e-04,2,38
1380,3933,1.952e-04,11,17
1381,5151,1.952e-04,6,20
1382,1355,1.951e-04,22,6
1383,5026,1.951e-04,10,20
1384,5368,1.950e-04,6,27
1385,4444,1.950e-04,12,25
1386,460,1.950e-04,24,1
1387,4870,1.949e-04,11,31
1388,3918,1.949e-04,19,24
1389,1664,1.948e-04,23,9
1390,3271,1.947e-04,2,16
1391,4082,1.947e-04,21,26
1392,204,1.946e-04,42,0
1393,6999,1.945e-04,0,42
1394,6963,1.945e-04,0,35
1395,5112,1.943e-04,10,19
1396,6626,1.942e-04,0,28
1397,5763,1.941e-04,4,14
1398,4766,1.941e-04,7,20
1399,5347,1.940e-04,15,41
1400,744,1.940e-04,28,5
1401,5250,1.938e-04,9,36
1402,5715,1.937e-04,18,30
1403,3218,1.937e-04,23,19
1404,6723,1.936e-04,6,46
1405,921,1.936e-04,5,25
1406,5981,1.935e-04,3,36
1407,2044,1.932e-04,32,18
1408,1795,1.932e-04,25,7
1409,1422,1.932e-04,36,3
1410,4164,1.932e-04,11,21
1411,5990,1.930e-04,8,37
1412,196,1.930e-04,37,2
1413,6045,1.930e-04,3,43
1414,4898,1.928e-04,15,37
1415,5581,1.927e-04,6,24
1416,6797,1.925e-04,3,44
1417,2712,1.925e-04,34,13
1418,6352,1.924e-04,2,18
1419,3624,1.924e-04,13,16
1420,804,1.924e-04,44,3
1421,1647,1.923e-04,39,9
1422,3364,1.921e-04,16,16
1423,2081,1.921e-04,26,10
1424,5167,1.921e-04,10,22
1425,5656,1.920e-04,7,37
1426,5520,1.920e-04,7,22
1427,6518,1.919e-04,4,50
1428,2521,1.919e-04,45,14
1429,5781,1.918e-04,4,39
1430,5950,1.918e-04,45,3
1431,6571,1.915e-04,2,25
1432,5181,1.914e-04,12,36
1433,6777,1.914e-04,2,38
1434,5628,1.912e-04,8,16
1435,3151,1.912e-04,21,15
1436,237,1.912e-04,42,2
1437,1716,1.911e-04,26,5
1438,6076,1.910e-04,4,50
1439,297,1.910e-04,48,0
1440,6510,1.908e-04,0,28
1441,2841,1.907e-04,27,18
1442,1331,1.907e-04,14,0
1443,6329,1.907e-04,2,41
1444,2799,1.905e-04,24,18
1445,6857,1.903e-04,0,30
1446,1902,1.902e-04,24,12
1447,4396,1.902e-04,3,3
1448,6580,1.902e-04,7,27
1449,3727,1.900e-04,20,31
1450,3776,1.899e-04,26,28
1451,4950,1.899e-04,17,23
1452,1587,1.899e-04,19,5
1453,5346,1.899e-04,3,31
1454,4429,1.898e-04,25,21
1455,6579,1.897e-04,2,28
1456,4348,1.895e-04,20,20
1457,6214,1.893e-04,1,30
1458,1433,1.893e-04,12,1
1459,6334,1.891e-04,6,39
1460,5249,1.891e-04,3,11
1461,60,1.891e-04,47,1
1462,3117,1.891e-04,0,10
1463,4710,1.888e-04,32,1
1464,2032,1.887e-04,10,4
1465,5780,1.886e-04,2,22
1466,6783,1.886e-04,0,33
1467,4187,1.885e-04,15,25
1468,4281,1.884e-04,2,15
1469,2294,1.882e-04,16,14
1470,3794,1.880e-04,17,14
1471,4160,1.880e-04,12,31
1472,3609,1.880e-04,27,12
1473,4650,1.879e-04,23,28
1474,2100,1.877e-04,39,12
1475,3382,1.877e-04,16,26
1476,4628,1.877e-04,10,21
1477,2567,1.876e-04,25,22
1478,1524,1.875e-04,26,3
1479,6083,1.875e-04,5,36
1480,1450,1.874e-04,18,7
1481,4119,1.874e-04,14,25
1482,5100,1.869e-04,9,23
1483,2654,1.869e-04,28,27
1484,4106,1.868e-04,22,24
1485,1541,1.866e-04,39,8
1486,486,1.865e-04,17,2
1487,2462,1.864e-04,21,13
1488,5386,1.864e-04,6,33
1489,195,1.863e-04,17,0
1490,694,1.862e-04,21,1
1491,3171,1.861e-04,8,15
1492,5904,1.861e-04,14,32
1493,5462,1.861e-04,4,23
1494,1845,1.860e-04,35,11
1495,6037,1.859e-04,5,22
1496,1810,1.859e-04,20,11
1497,2566,1.859e-04,5,1
1498,5254,1.858e-04,7,32
1499,2499,1.857e-04,19,11
1500,4023,1.855e-04,12,12
1501,2474,1.855e-04,17,16
1502,5153,1.854e-04,8,21
1503,6526,1.854e-04,2,24
1504,4982,1.853e-04,13,29
1505,3837,1.853e-04,40,6
1506,1880,1.852e-04,16,7
1507,6928,1.851e-04,0,23
1508,1390,1.851e-04,43,12
1509,241,1.851e-04,40,1
1510,2547,1.849e-04,28,19
1511,369,1.849e-04,46,5
1512,1209,1.849e-04,30,7
1513,622,1.848e-04,49,5
1514,1082,1.848e-04,37,4
1515,326,1.847e-04,44,2
1516,3471,1.847e-04,0,20
1517,6976,1.847e-04,5,41
1518,1091,1.846e-04,43,3
1519,6,1.846e-04,5,34
1520,2419,1.844e-04,21,11
1521,6529,1.844e-04,4,41
1522,4263,1.843e-04,7,13
1523,5830,1.843e-04,18,28
1524,6825,1.842e-04,1,39
1525,6026,1.842e-04,7,43
1526,2655,1.840e-04,17,15
1527,170,1.840e-04,41,2
1528,4126,1.840e-04,6,7
1529,6047,1.840e-04,3,38
1530,3443,1.839e-04,13,15
1531,3852,1.839e-04,20,18
1532,2352,1.839e-04,31,3
1533,288,1.838e-04,38,1
1534,1627,1.838e-04,21,10
1535,4042,1.838e-04,25,19
1536,2570,1.836e-04,30,9
1537,546,1.836e-04,8,0
1538,5113,1.835e-04,15,23
1539,6693,1.834e-04,1,55
1540,244,1.833e-04,2,28
1541,5274,1.832e-04,6,22
1542,6584,1.831e-04,2,27
1543,1281,1.831e-04,18,5
1544,3662,1.830e-04,22,3
1545,1313,1.829e-04,38,7
1546,604,1.828e-04,40,2
1547,629,1.828e-04,36,5
1548,958,1.828e-04,23,3
1549,5011,1.828e-04,10,31
1550,2853,1.828e-04,18,16
1551,711,1.827e-04,21,3
1552,96,1.826e-04,39,0
1553,4261,1.826e-04,8,9
1554,1778,1.826e-04,37,14
1555,2677,1.825e-04,24,10
1556,800,1.824e-04,40,2
1557,621,1.824e-04,38,4
1558,1623,1.823e-04,9,1
1559,6061,1.823e-04,3,48
1560,5079,1.822e-04,3,11
1561,2453,1.821e-04,21,17
1562,140,1.821e-04,42,2
1563,919,1.821e-04,21,1
1564,6785,1.821e-04,1,30
1565,5215,1.820e-04,4,14
1566,2319,1.820e-04,28,22
1567,109,1.820e-04,46,0
1568,3879,1.818e-04,29,25
1569,3807,1.818e-04,17,16
1570,320,1.818e-04,28,2
1571,479,1.816e-04,47,3
1572,757,1.814e-04,44,10
1573,1002,1.813e-04,39,10
1574,5366,1.813e-04,10,36
1575,590,1.812e-04,41,4
1576,2584,1.811e-04,34,11
1577,2407,1.811e-04,27,18
1578,5887,1.811e-04,13,32
1579,1873,1.810e-04,19,11
1580,5772,1.810e-04,18,27
1581,5886,1.810e-04,7,30
1582,6949,1.810e-04,0,7
1583,4005,1.809e-04,12,18
1584,1171,1.809e-04,36,5
1585,6640,1.809e-04,1,22
1586,2671,1.809e-04,26,26
1587,2511,1.809e-04,17,6
1588,3231,1.809e-04,10,12
1589,468,1.809e-04,13,2
1590,1163,1.807e-04,22,3
1591,3032,1.806e-04,27,16
1592,1936,1.805e-04,22,12
1593,3291,1.805e-04,20,17
1594,3775,1.804e-04,7,6
1595,5240,1.803e-04,20,21
1596,4339,1.803e-04,2,11
1597,6428,1.801e-04,2,24
1598,4308,1.800e-04,9,23
1599,6793,1.800e-04,21,24
1600,1317,1.799e-04,5,0
1601,2464,1.799e-04,23,12
1602,4515,1.799e-04,11,23
1603,1132,1.798e-04,22,3
1604,2465,1.796e-04,15,16
1605,6416,1.796e-04,3,33
1606,5769,1.796e-04,8,39
1607,4374,1.794e-04,20,24
1608,3742,1.794e-04,42,8
1609,6044,1.793e-04,4,28
1610,5253,1.792e-04,7,18
1611,782,1.791e-04,28,2
1612,1770,1.791e-04,17,9
1613,4183,1.790e-04,25,19
1614,3221,1.790e-04,18,11
1615,2823,1.790e-04,10,5
1616,4638,1.790e-04,14,22
1617,697,1.788e-04,12,1
1618,3884,1.787e-04,4,46
1619,1782,1.787e-04,21,12
1620,4599,1.787e-04,7,21
1621,3860,1.786e-04,10,16
1622,3839,1.785e-04,30,19
1623,3637,1.784e-04,13,12
1624,3089,1.783e-04,28,17
1625,223,1.782e-04,30,0
1626,1352,1.782e-04,10,16
1627,2832,1.782e-04,15,11
1628,4343,1.782e-04,13,28
1629,4234,1.782e-04,12,15
1630,2038,1.781e-04,21,13
1631,2810,1.780e-04,22,19
1632,2656,1.780e-04,14,17
1633,6118,1.778e-04,6,15
1634,1616,1.778e-04,17,12
1635,2479,1.778e-04,16,9
1636,202,1.777e-04,30,0
1637,4268,1.776e-04,17,16
1638,431,1.776e-04,30,2
1639,5516,1.776e-04,14,32
1640,1871,1.776e-04,16,8
1641,1424,1.775e-04,7,6
1642,3936,1.775e-04,11,6
1643,4207,1.774e-04,9,17
1644,1012,1.773e-04,30,3
1645,4589,1.773e-04,18,27
1646,4804,1.773e-04,9,31
1647,193,1.772e-04,39,1
1648,6204,1.772e-04,4,25
1649,6117,1.772e-04,5,35
1650,3380,1.771e-04,10,11
1651,6388,1.769e-04,0,15
1652,6008,1.769e-04,3,40
1653,2062,1.769e-04,22,3
1654,504,1.768e-04,17,1
1655,5827,1.768e-04,0,12
1656,3017,1.768e-04,22,21
1657,6604,1.767e-04,3,40
1658,3761,1.767e-04,17,15
1659,6549,1.766e-04,11,18
1660,5898,1.766e-04,5,37
1661,4543,1.766e-04,16,27
1662,5133,1.766e-04,18,21
1663,3638,1.766e-04,10,11
1664,6322,1.765e-04,1,11
1665,3222,1.765e-04,13,13
1666,4114,1.765e-04,9,18
1667,4013,1.764e-04,16,20
1668,18,1.763e-04,9,8
1669,5033,1.762e-04,8,22
1670,772,1.762e-04,38,1
1671,4279,1.760e-04,16,22
1672,2363,1.760e-04,24,8
1673,16,1.759e-04,28,0
1674,2052,1.759e-04,28,14
1675,6317,1.758e-04,3,37
1676,6449,1.757e-04,3,31
1677,1136,1.757e-04,29,4
1678,3309,1.757e-04,26,21
1679,6654,1.756e-04,1,25
1680,1940,1.756e-04,9,3
1681,3075,1.755e-04,21,10
1682,4760,1.755e-04,15,25
1683,4410,1.753e-04,19,30
1684,6925,1.752e-04,1,49
1685,2058,1.752e-04,28,9
1686,4876,1.751e-04,9,28
1687,2886,1.751e-04,16,10
1688,1556,1.751e-04,32,5
1689,3025,1.751e-04,22,16
1690,624,1.750e-04,17,2
1691,1745,1.749e-04,25,15
1692,4689,1.749e-04,22,21
1693,2800,1.748e-04,12,12
1694,2543,1.748e-04,15,10
1695,6400,1.747e-04,0,12
1696,3470,1.747e-04,13,18
1697,1100,1.745e-04,32,4
1698,885,1.745e-04,38,3
1699,3987,1.744e-04,27,17
1700,5814,1.744e-04,8,32
1701,9,1.743e-04,6,0
1702,142,1.743e-04,27,0
1703,4896,1.742e-04,5,21
1704,1140,1.742e-04,19,4
1705,1077,1.739e-04,27,6
1706,525,1.738e-04,15,1
1707,480,1.737e-04,21,1
1708,1644,1.737e-04,19,1
1709,4980,1.737e-04,11,24
1710,2073,1.736e-04,34,9
1711,4743,1.735e-04,16,22
1712,4872,1.735e-04,15,16
1713,1050,1.734e-04,42,7
1714,4039,1.732e-04,11,17
1715,4447,1.732e-04,8,29
1716,5582,1.731e-04,3,22
